yr,holiday,workingday,atemp,hum,windspeed,season_fall,season_spring,season_summer,season_winter,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_Friday,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,weathersit_Clear_Few Clouds,weathersit_Light rain_Light snow_Thunderstorm,weathersit_Mist_cloudy,cnt
0,0,1,0.66771695,0.485004627,0.299997753,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.593419236
0,0,1,0.677682475,0.707797429,0.37948916,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.43085596
0,0,1,0.684294217,0.756640617,0.24870014,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.554763
0,0,0,0.741487037,0.689374807,0.200004206,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.586401289
0,0,0,0.743970542,0.685518766,0.164116698,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.543258168
0,0,1,0.677682475,0.767352185,0.274358223,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.458812701
0,0,1,0.733206935,0.792202571,0.306415366,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.553727566
0,0,1,0.806954708,0.727506427,0.308965507,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.515991717
0,0,1,0.806959958,0.723221594,0.44614534,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.548550391
0,0,1,0.758064304,0.589545501,0.411554549,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.571675104
0,0,0,0.740645638,0.497000514,0.385879973,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.595950299
0,0,0,0.733184621,0.527848843,0.148723703,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.607800276
0,0,1,0.732364224,0.6769491,0.175636654,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.539116429
0,0,1,0.805286349,0.652099743,0.251285327,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.53221353
0,0,1,0.755576861,0.511996915,0.493596096,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.59859641
0,0,1,0.732369474,0.446444216,0.335868768,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.631960423
0,0,1,0.752261145,0.407455013,0.165370122,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.61435803
0,0,0,0.772142315,0.457154756,0.191044698,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.586401289
0,0,0,0.773805423,0.701799486,0.425641138,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.532328578
0,1,0,0.769660122,0.655955784,0.121811989,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.692705936
0,0,1,0.810248109,0.607112596,0.214125841,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.534169351
0,0,1,0.796196351,0.764352699,0.262830021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.530027612
0,0,1,0.797821393,0.66966581,0.282037507,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.525770824
0,0,1,0.776309931,0.7793491,0.417953608,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.462264151
0,0,0,0.768007515,0.626392802,0.299997753,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.611366774
0,0,0,0.801961444,0.594686889,0.33207345,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.559019788
0,0,1,0.854176752,0.653812853,0.535890909,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.467556374
0,0,1,0.866608718,0.57497892,0.366672487,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.487344685
0,0,1,0.801146298,0.649529049,0.255099199,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.497008744
0,0,1,0.729870217,0.489717224,0.449986012,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.582374597
0,0,1,0.715781706,0.607969152,0.330758179,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.634606535
0,0,0,0.734016831,0.601542416,0.383346325,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.678900138
0,0,0,0.775456718,0.621251414,0.458986751,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.607455131
0,0,1,0.820207071,0.66966581,0.39872963,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.510354349
0,0,1,0.877377576,0.668809254,0.223077102,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.519903359
0,0,1,0.876551928,0.727077635,0.188478065,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.49585826
0,0,1,0.980933977,0.710796915,0.411546303,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.432811781
0,0,1,1,0.59682982,0.228230984,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.387137598
0,0,0,0.951945745,0.514138817,0.224357326,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.375402669
0,0,0,0.939530843,0.566409254,0.302593248,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.41233318
0,0,1,0.842565183,0.778491517,0.14104442,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.439254487
0,0,1,0.811089508,0.556126478,0.366680733,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.525540727
0,0,1,0.802804156,0.41431054,0.332056957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.533133916
0,0,1,0.867429115,0.599828278,0.321782179,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.502531063
0,0,1,0.927898272,0.557840617,0.312832979,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.439944777
0,0,0,0.852513644,0.479005656,0.301286223,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.51231017
0,0,0,0.854166251,0.49442982,0.293609001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.492406811
0,0,1,0.819376173,0.566409254,0.276918672,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.488265071
0,0,1,0.824336621,0.505141388,0.378208935,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.554878049
0,0,1,0.788719582,0.676092545,0.233349819,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.408651634
0,0,1,0.768834475,0.778920308,0.360273428,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.523930051
0,0,1,0.758043302,0.648671465,0.334598852,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.557294064
0,0,0,0.783753884,0.776349614,0.424387714,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.491486424
0,0,0,0.835127793,0.774207712,0.369214381,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.432926829
0,0,1,0.819364359,0.608825707,0.350017204,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.495167971
0,0,1,0.846717047,0.586547044,0.265382223,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.526921307
0,0,1,0.795343139,0.43616144,0.366680733,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.547399908
0,0,1,0.751419746,0.435732648,0.293573955,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.548780488
0,0,1,0.754728899,0.426735219,0.212812632,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.561780948
0,0,0,0.743986294,0.750213882,0.389761876,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.474919466
0,0,0,0.71580402,0.840616967,0.412807973,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.43695352
0,0,1,0.705012848,0.732219023,0.384607995,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.49654855
0,0,1,0.743958729,0.594686889,0.441042997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.54107225
0,0,1,0.771306166,0.591688432,0.25001541,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.537505752
0,0,1,0.765513508,0.673093059,0.434608892,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.435227796
0,0,1,0.727398525,0.743359383,0.241029102,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.475264611
0,0,0,0.748105343,0.693230848,0.169202548,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.594684768
0,0,0,0.782928237,0.791773779,0.466657788,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.443051081
0,0,1,0.734005017,0.483290488,0.524373015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.544868845
0,0,1,0.691755235,0.468295116,0.256397977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.675678785
0,0,1,0.724078872,0.622107969,0.475633788,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.58766682
0,0,1,0.743981043,0.793487918,0.388481652,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.404970087
0,0,1,0.762199105,0.78277635,0.126931443,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.533709158
0,0,0,0.730463528,0.87403599,0.728192536,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.125747814
0,0,0,0.74674414,0.577650386,0.581908886,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.496088357
0,0,1,0.694237427,0.570265296,0.283325977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.530602853
0,0,1,0.676839763,0.56383856,0.2115489,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.596180396
0,0,1,0.698389292,0.614824679,0.125634314,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.579383341
0,0,1,0.703377305,0.657241131,0.246158245,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.585941095
0,0,1,0.690102627,0.747643188,0.242309326,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.541302347
0,0,0,0.727388024,0.736932648,0.335895568,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.513345605
0,0,0,0.769675874,0.763067352,0.379480913,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.565807639
0,1,0,0.717455315,0.812768123,0.392322325,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.382995858
0,0,1,0.57248003,0.912038046,0.662894919,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.309249885
0,0,1,0.610584511,0.943015938,0.153851815,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.227105384
0,0,1,0.625196764,0.966133676,0.351198473,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.209387943
0,0,1,0.656155261,0.923307969,0.210252184,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.405200184
0,0,0,0.694242678,0.775064267,0.270509305,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.612402209
0,0,0,0.695905786,0.733933162,0.191028206,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.578002761
0,0,1,0.686587391,0.711747044,0.137137159,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.539691671
0,0,1,0.688456583,0.732647815,0.246174738,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.545444087
0,0,1,0.71910136,0.716794859,0.298736083,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.54797515
0,0,1,0.622978411,0.729220566,0.512820074,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.418430741
0,0,1,0.501958714,0.607112596,0.292310223,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.545098942
0,0,0,0.524322077,0.738645758,0.344863322,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.51645191
0,0,0,0.540106512,0.714652956,0.321790425,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.489185458
0,0,1,0.591480421,0.709511568,0.266662447,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.519673263
0,0,1,0.594817139,0.906169666,0.232053102,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.416359871
0,0,1,0.618859362,0.925449871,0.152580662,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.498159227
0,0,1,0.624674335,0.927591774,0.21797476,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.549125633
0,0,1,0.581570027,1,0.115395407,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.273009664
0,0,0,0.637077423,0.88688946,0.115429629,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.621375978
0,0,0,0.647873846,0.868894602,0.057697703,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.573861022
0,0,1,0.669407624,0.872321851,0.182052206,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.53014266
0,0,1,0.650352101,0.910454499,0.197454065,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.471468017
0,0,1,0.651182999,0.872750643,0.260244834,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.446962724
0,0,1,0.650335037,0.718937789,0.310245731,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.554187759
0,0,1,0.611372092,0.665809769,0.379497406,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.595950299
0,0,0,0.438148901,0.775064267,0.556421912,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.276921307
0,0,0,0.349485657,0.81405347,0.41152981,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.333179936
0,0,1,0.410823778,0.782347558,0.125660083,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.40819144
0,0,1,0.516900438,0.730077121,0.378217182,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.510124252
0,0,1,0.588150266,0.66623856,0.319248531,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.552692131
0,0,1,0.526833147,0.638388689,0.232053102,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.545674183
0,0,1,0.558308822,0.703513625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.570984814
0,0,0,0.56990989,0.721079692,0.047441479,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.619765301
0,0,0,0.584008903,0.748071979,0.084643845,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.63150023
0,1,0,0.608872835,0.754498715,0.041050666,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.586171192
0,0,1,0.613035201,0.831619537,0.24872694,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.522434422
0,0,1,0.575783932,0.931876607,0.46541261,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.275425679
0,0,1,0.620527721,0.922022622,0.246139691,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.332604694
0,0,1,0.591480421,0.736503856,0.415384914,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.416705016
0,0,0,0.550854368,0.497000514,0.485890012,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.597676024
0,0,0,0.556668028,0.500428792,0.534612747,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.57742752
0,0,1,0.566605988,0.595972237,0.315391366,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.523239761
0,0,1,0.582352357,0.721508483,0.180788474,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.543718362
0,0,1,0.570705347,0.92053162,0.455494481,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.276346065
0,0,1,0.508587521,0.654241645,0.824380457,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.480096641
0,0,1,0.452237413,0.590403085,0.410257832,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.492636908
0,0,0,0.454726169,0.646958355,0.144875609,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.493097101
0,0,0,0.450579555,0.762210797,0.158988586,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.501495628
0,0,1,0.496172619,0.793915681,0.198734289,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.479176254
0,0,1,0.50445272,0.64053162,0.297412566,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.536700414
0,0,1,0.516884687,0.740788689,0.260271634,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.445467096
0,0,1,0.496145054,0.83590437,0.36153716,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.303382421
0,0,1,0.314694266,0.602398972,0.426921362,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.428554993
0,0,0,0.195377057,0.907455013,0.678208131,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.069604234
0,0,0,0.317998169,0.641388175,0.317943568,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.380694892
0,0,1,0.363591233,0.723221594,0.173084452,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.419581224
0,0,1,0.417442084,0.703084833,0.23332508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.465485504
0,0,1,0.408312707,0.73907455,0.12307469,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.479061206
0,0,1,0.429036589,0.721936247,0.235893775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.454670962
0,0,1,0.425716935,0.640102828,0.514125037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.462954441
0,0,0,0.321312572,0.533847815,0.34359959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.449148642
0,0,0,0.37185427,0.75535527,0.143612908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.417280258
0,0,1,0.422407782,0.780205656,0.07181068,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.461688909
0,0,1,0.437339005,0.742074036,0.09616277,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.481247124
0,0,1,0.43318189,0.779776864,0.082058246,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.470202485
0,0,1,0.386769742,0.836332134,0.343609898,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.33490566
0,1,0,0.298949209,0.458868895,0.602557397,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.38495168
0,0,0,0.366057674,0.568552185,0.3910153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.465370456
0,0,0,0.461365476,0.471293573,0.534620993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.425103543
0,0,1,0.58483455,0.603684319,0.585902114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.513575702
0,0,1,0.562476438,0.708226221,0.365392263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.480096641
0,0,1,0.489505746,0.956298201,0.235918513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.206511735
0,0,1,0.320481674,0.592116195,0.583358158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.348711459
0,0,1,0.254193606,0.42159383,0.301277977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.387712839
0,0,0,0.322138219,0.51628072,0.416648645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.418890934
0,0,0,0.496160805,0.703941388,0.337184039,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.402439024
0,0,1,0.480414436,0.935732648,0.238443915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.315577543
0,0,1,0.449743406,0.989717224,0.198734289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.182351588
0,0,1,0.461348412,0.7793491,0.646159235,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.292682927
0,1,0,0.385128948,0.564696144,0.298744329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.169466176
0,0,1,0.395892555,0.661953728,0.157717226,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.318683847
0,0,0,0.401689151,0.700942931,0.094891411,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.350437184
0,0,0,0.49450951,0.718080206,0.384607995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.350782329
0,0,1,0.539561769,0.764054499,0.246830311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.442360792
0,0,1,0.4887011,0.854326992,0.485908566,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.332719742
